username,game_count,elo
chessplayer189,1,686.0
danieltrk,1,1207.0
Eyar,1,1919.0
leonardobes,1,1577.0
Fringorn,1,2010.0
Vk7724,1,1643.0
SquarePower,1,1636.0
Bugallov,1,1401.0
sb8888,1,1725.0
Jehunalyn,1,1692.0
darkwind88,1,1712.0
robert79,1,1688.0
Trance_09,1,1900.0
jnoortheen,1,1217.0
DelPiero107,1,1904.0
rishubh111,1,1621.0
robimot,1,1807.0
AlexanderDrozdov,1,2010.0
chuklev91,1,1661.0
marceloweebo,1,779.0
rohit3001,1,1210.0
akshay_joglekar,1,1662.0
Masterhp,1,895.0
Dadabardakjunior,1,1809.0
NikolaM99,1,1920.0
ethylwulf,1,1856.0
samd0920,1,1681.0
diegogpcm,1,1615.0
vineetnanda,1,1678.0
xaandraa,1,1647.0
ajthulungrai,1,1705.0
khairi1971,1,1765.0
kamalrachi,1,1693.0
ktyow81,1,1721.0
MeleBiH,1,1798.0
Chess_Aficionado1,1,1649.0
koralka,1,1678.0
Juhransyah,1,1491.0
Pilipinas18,1,1676.0
MonaKee21,1,1675.0
grecomascara,1,1754.0
coconazo,1,1737.0
WeirdIllusion,1,1070.0
ByTheBeef2030,1,1888.0
guy382,1,1572.0
Raid1974,1,1407.0
ZenAhmet,1,1610.0
Vova117,1,1692.0
firboy,1,1632.0
omarsky626,1,1591.0
SsSche,1,1582.0
Merkurjesus,1,1914.0
pratham_123,1,2113.0
Potatoboi007,1,1739.0
AadyB786,1,1852.0
dillon1939,1,1500.0
BayerLEV,1,1367.0
diamondop,1,2018.0
SanjivArsenal,1,965.0
xxxjudgemanxxx,1,1374.0
MpampasMatz,1,1462.0
AliDZ97,1,1641.0
vandarlay,1,1693.0
PaguroBernardo,1,1681.0
Primozki7,1,1601.0
Summer_1,1,1594.0
DoctorDoom2899,1,1483.0
ruslan_280683,1,1631.0
beshoybadea,1,1683.0
itzo22,1,1667.0
Vishal1983,1,861.0
abej6108,1,1303.0
SGTHWANG,1,961.0
wkhan1,1,945.0
atamertan,1,1135.0
Gurnboy,1,916.0
Takagii,1,962.0
Kaiser1512,1,937.0
Geemunny,1,952.0
Tadasvv,1,940.0
MandalorianNY,1,978.0
Rahul_Patel25,1,1088.0
carloselcoco,1,1002.0
ramkanai,1,1229.0
Dragonweave,1,2351.0
waterboy666,1,1283.0
yadalota,1,980.0
kylewarman,1,1010.0
hazakaboba,1,983.0
PedroPasquin,1,989.0
justinsb,1,2318.0
matthewjhsmith,1,993.0
vslivinskis,1,1007.0
loganwei,1,933.0
yspok1,1,2250.0
Daniele64,1,878.0
GPollux,1,1405.0
Hein73,1,2287.0
Chris_D-3,1,850.0
Buchinsky_1337,1,859.0
azteckwarrior,1,1777.0
AleksDo,1,1279.0
JOnTheSpot,1,1277.0
alucard002,1,2317.0
GeographerCorto,1,1327.0
eggbot1,1,828.0
mmm0kay,1,1104.0
SoulStudent,1,2293.0
MSekrst,1,1018.0
TigreRojo,1,941.0
Aramna,1,2209.0
loser_3434,1,964.0
tdo91,1,946.0
LexxProst,1,1260.0
kennethvangilder,1,1332.0
paolomarcatili,1,860.0
Rosso_nero,1,1356.0
abrahamdionglay,1,1344.0
bananamarcus,1,988.0
wong2011,1,2296.0
dpenn23,1,1019.0
kbenzine,1,1032.0
himadri123,1,1294.0
Myrinov_Danila,1,1373.0
LedZeppelinIII,1,998.0
animeshdml,1,861.0
Sred,1,1278.0
icycold21,1,1072.0
Tickleds,1,907.0
zxc1235,1,995.0
PetterHildal,1,1268.0
PlayToWin84,1,1296.0
Rosplan,1,1035.0
hoangsondao,1,1471.0
victorsenatorov,1,1402.0
dudekj,1,1305.0
MiguelMW2,1,1247.0
BloodyMint,1,968.0
socmut,1,1346.0
SocraticCephalopod,1,1237.0
Shorses,1,1254.0
HamDerLars,1,1710.0
jesteban24,1,1294.0
Justinisdogwater,1,851.0
hnibtn,1,2145.0
Zsolt182,1,1032.0
steohat,1,2497.0
Cyrustx,1,1329.0
shakkyman,1,2308.0
sebubebu,1,1286.0
APPmateus,1,1310.0
elboyrey,1,972.0
halt317,1,1059.0
juliandavchev,1,967.0
Dmitrimanaev62,1,1032.0
Bekkett,1,976.0
JSlaby,1,2409.0
Qui-GonGin,1,2199.0
dexterlakin,1,902.0
tgwsmw,1,998.0
Daaavidx,1,1018.0
SiegfriedLein,1,999.0
jacekprzypadek,1,996.0
Chyter,1,968.0
sashankt,1,989.0
PRO-BEGINNER,1,1202.0
Ersin1981,1,1054.0
TiltedMonk,1,2050.0
chubbs88,1,1045.0
adithyaiyer,1,1149.0
JKR123,1,1362.0
Skileski89,1,1180.0
jaseychess,1,1278.0
fvbcchj,1,1236.0
FevveN,1,1307.0
FedeVJ,1,1314.0
andrew_mash,1,1368.0
fferna53,1,1385.0
npl58,1,916.0
Havz89,1,1315.0
asmithdmd,1,1302.0
mikejrjrjr,1,1211.0
peppeverdirame,1,1220.0
QuickEgg,1,1275.0
Plasterix,1,1188.0
aleir,1,2191.0
zikixD,1,1193.0
pulkit46,1,2208.0
anthonym49,1,1273.0
hernnanrojas,1,1377.0
borisluse,1,1199.0
THEVikingfromNorge,1,961.0
Giogio-7,1,1204.0
CondeW,1,1282.0
Superscuba1210,1,1397.0
rdont,1,1319.0
thelasso,1,1279.0
NetzMetdinov,1,2244.0
Caissandro,1,1256.0
lBegunset,1,1351.0
omid27,1,1263.0
Alibek1978,1,1272.0
samurai_tak,1,2171.0
Neungs,1,1067.0
dcraw34,1,1156.0
Altairinblaahad,1,1179.0
cubs939,1,1054.0
derTin13,1,1282.0
Lotthy,1,2310.0
carlos_magnus0n,1,1250.0
fanzy,1,1191.0
Mostekhine,1,1282.0
TREVISAN_BRASIL,1,1266.0
badatchess7799,1,1236.0
carlosordonez27,1,1334.0
Boulette83,1,1279.0
DefeatedGoldfish,1,798.0
costel567,1,1250.0
pyroinohio,1,936.0
ztumbleson1,1,857.0
klondike1506,1,1140.0
atrfac,1,746.0
bicboilongboi,1,1528.0
Standby75,1,1117.0
imokayatthegame,1,953.0
hyderabugroon,1,1318.0
AnassRarhibou,1,817.0
VansSnav,1,1202.0
torajisddd,1,1109.0
renderedspeechless,1,933.0
hasixxxx,1,1198.0
talzak1,1,1160.0
jazzfusiondrummer,1,1181.0
sadog3,1,1001.0
prettylilly1000,1,1123.0
SirPoetVic,1,1416.0
Stef2805,1,1351.0
TheMightyL1on,1,983.0
nih825,1,1152.0
aziz251,1,1046.0
pmasonite,1,1344.0
MRBigtimer,1,2312.0
Hudson1600,1,1320.0
Teigertje,1,2338.0
ImTheGod666,1,2397.0
Sayonaraman,1,2313.0
Paracelsus2014,1,2249.0
hiddenmen,1,2253.0
Tigra_m,1,2299.0
CarlvonRotteck,1,2154.0
waymort,1,1002.0
zakaryanh,1,1358.0
pinchypato,1,1059.0
Easell,1,987.0
paradiseUT,1,979.0
caucas1,1,1015.0
elefantas123,1,1065.0
Fotbollen1,1,1066.0
gladknight,1,975.0
DoMateClan,1,2311.0
windsurfbird,1,1340.0
egorkawolfy,1,1426.0
z_ggy1,1,1418.0
SiTM0208,1,1061.0
Jvh1974,1,1083.0
Vallavaraiyan,1,1180.0
melodicatzcatz,1,1202.0
jeeva313,1,1146.0
shuhrat757,1,1156.0
RODZYNOW,1,1125.0
RobertoTonoli1965,1,1080.0
Calito19,1,1083.0
King_kobra98,1,1112.0
wayrake,1,1153.0
aru2u4,1,1106.0
maksimiliann,1,1082.0
Tesmed,1,1095.0
matveenkoai,1,1093.0
ob1tanobey,1,1061.0
vignesh_vikki,1,1139.0
Maverikz,1,1145.0
Mustey99,1,1072.0
abhijeet5160,1,1109.0
El-Dorado-0,1,1246.0
andrewmofid,1,1179.0
advaitdhaw,1,1162.0
JoshtheLego,1,1172.0
MarcioBarbeto,1,1494.0
mesdzida,1,1524.0
juanolaza,1,1477.0
aadarsh10,1,1068.0
Mr_Wayne103,1,1467.0
finesseman,1,1067.0
FernandoCapi,1,1467.0
ShinerzZ,1,2041.0
Ahmatto777,1,1478.0
Mayank007dam,1,1475.0
kutbettindurak,1,1455.0
BruceWayneBM,1,1185.0
RedKingAs,1,1507.0
ParkRusen,1,1511.0
edcidd,1,1053.0
anpanman01,1,1547.0
BaliJan62,1,1513.0
topstudio10,1,1514.0
HalLyuki,1,1514.0
3ert,1,1224.0
Wechat-Walker-95,1,1104.0
Sannu7551,1,1194.0
tippleer,1,1169.0
Mortaza03,1,1097.0
TuSexany,1,460.0
kgalalelo888,1,601.0
stephenlthorn,1,374.0
dirkjoy25,1,1056.0
Havoq12,1,453.0
cokarak,1,415.0
Johnny9800,1,406.0
romano94320,1,475.0
BonVivant007,1,406.0
Lechh87,1,462.0
Drasior,1,496.0
mferreira1376,1,862.0
Shgang92,1,527.0
hadadeazucar13,1,455.0
tantoforte,1,467.0
CutiePanties,1,1150.0
llll1111llll,1,1325.0
clintostheman,1,1036.0
AndersNaslund,1,1624.0
caramujo,1,1005.0
BendPedro,1,1071.0
M_H_H_Qureshi,1,689.0
skeet01,1,1201.0
emad2632,1,1322.0
issaa47,1,641.0
carlospat2,1,1079.0
LfcJes,1,1503.0
shriramkedu46,1,1323.0
NijatKarimli,1,1370.0
1993jose,1,843.0
Imungmamabayut,1,634.0
elias_2408,1,743.0
YeaaahhBoiii,1,687.0
TagishCharlie,1,544.0
marvy62,1,400.0
Kirillllllll,1,585.0
IkimonoZ,1,699.0
iamacop1,1,764.0
DocHoliday78,1,786.0
vviktor77,1,669.0
Gurdevaasht,1,811.0
soporteplatano,1,542.0
19940119,1,1093.0
ashu_gour,1,709.0
chebyassin,1,711.0
eduazu,1,1498.0
bws1964,1,1573.0
hamdisouissi,1,1541.0
1988Ron,1,1438.0
skalil100,1,1479.0
denbar74,1,1527.0
diwakar007,1,1481.0
HamTheBeck,1,1509.0
Kyriakov,1,1520.0
Zeratsky,1,1453.0
Baiara,1,1513.0
iilahBarshisi,1,1501.0
Robert3161,1,1103.0
jrobo828,1,1463.0
GMDarbat,1,1110.0
mabrinat,1,1517.0
tropicanaltd,1,1403.0
carsonhonda,1,1397.0
edoama,1,1391.0
arviana,1,1382.0
Jonatan1633,1,1415.0
NSO9858,1,1349.0
Sagox11,1,1340.0
BintangTimur1,1,1328.0
chelauk_pavek,1,1490.0
AkumuTakeshi,1,1516.0
RenerWr,1,1545.0
archere4,1,1161.0
East53rd,1,1571.0
Cenobite13,1,1177.0
Mikhail820,1,1595.0
Raul5913,1,1567.0
acrobat1209,1,1624.0
Mongchess,1,1581.0
drocha2015,1,1613.0
cabezadealmacigo,1,1610.0
rezashirazipersian,1,1605.0
Murtag1,1,1096.0
senthanamuthan,1,1378.0
VKB88,1,1557.0
Rasna123,1,1506.0
desikrisnanto,1,1509.0
Olavo007,1,1513.0
aasafashiq,1,1520.0
lycvzn1,1,1523.0
cpiyas,1,1161.0
remigiocunanan,1,1462.0
OVASAN,1,1111.0
Gogoamigo234,1,1396.0
canoasdptasal,1,1354.0
miruthula2014,1,1370.0
CurlyBone,1,1468.0
Anwar907,1,1471.0
SaLaLah_10,1,1515.0
Rick_Mask,1,1507.0
Marcus1174,1,1488.0
Sachin8211,1,1494.0
Vpopov777777,1,1493.0
teymourgray01,1,1450.0
igor6868,1,1421.0
pavvel180166,1,1479.0
abelbrocal,1,1401.0
daiqaz,1,1428.0
Mihkail_940,1,1543.0
birte4de,1,1480.0
Bagus_Kristanto,1,1506.0
bakhshawangy99,1,1440.0
libbyschemes,1,1529.0
redaallam,1,1542.0
NeilBhasin7,1,1548.0
Chees019,1,1555.0
Sunnycena,1,1526.0
samsuperrook,1,1460.0
nerocrow,1,1453.0
fraziqbal,1,1433.0
Frubi12,1,1387.0
ryhnerlngga,1,1433.0
yavuz2323,1,1475.0
Ry50somet,1,1443.0
Silver_Mo0n,1,1788.0
everelectronic,1,1058.0
CarlitosHuevoFrito,1,1455.0
Eduardojurena,1,1475.0
NoobMasterYuri,1,1431.0
Adro1983,1,1081.0
Sorbs21,1,1400.0
Sinamop,1,1112.0
uk_umarkarim,1,1420.0
abganel,1,1126.0
Reeno115,1,1412.0
socialconcept,1,1413.0
piovaschi,1,1399.0
irf8000,1,1383.0
ujalii,1,1450.0
whyuknow,1,1069.0
yagyadeeppandey85,1,1008.0
beingbasu,1,1033.0
sebastian18alf4,1,1353.0
alexandersmithmag,1,1035.0
kakapepedudu,1,1106.0
MagnusCarlsson9,1,1119.0
drink-some-juice,1,1197.0
bajmoe,1,1066.0
sadullah34,1,1022.0
xkrimzonx,1,1012.0
SherlockHolmes91,1,1086.0
Fellix_Mbugua,1,1068.0
King_Lars,1,1027.0
pecos64,1,1094.0
ashcangetnasty,1,1049.0
brey95,1,1035.0
arbat1,1,1071.0
MuratiAmar,1,1032.0
soheilmk,1,1071.0
alimaaalimaa,1,1053.0
Depredator1414,1,1128.0
bsktrap,1,1114.0
tavito100,1,1019.0
DrQuinnTheCurer,1,1059.0
MRCHAMBACCJ,1,1004.0
naresh009,1,1014.0
okanugurlu,1,1073.0
bompisatan,1,966.0
ChessGoodGod,1,1039.0
BaianinhoDeMaua420,1,1037.0
GoodGuyyGreg,1,998.0
morapodria,1,1120.0
Baybaris07,1,958.0
Mike_024,1,949.0
stephen2828,1,1073.0
Araaraat,1,932.0
nasreddinejoba,1,1083.0
alex8080123,1,1042.0
dada1978,1,1062.0
mauroortiz1988,1,970.0
REXXX111,1,925.0
DrMarcusF,1,1030.0
AndresBass,1,996.0
VC6301,1,1073.0
u5cevryday,1,1017.0
MatingKnightly,1,1035.0
denis_bg17,1,1022.0
djflair-nj,1,1143.0
mskoh52,1,1076.0
Tr1ckyKnight,1,1072.0
mario8999,1,962.0
michaelkuyan,1,1095.0
kevseo,1,1218.0
joefarris,1,1176.0
DeliDumrul75,1,1126.0
101vk,1,1098.0
BABAYASIR,1,1135.0
GabrielReyes2001,1,1193.0
sasarakic,1,1206.0
emiliogutierrez7,1,1119.0
el_hakim12,1,1476.0
ramboleon123,1,709.0
Cico9,1,1086.0
basavarajas7,1,1140.0
romromankiewicz,1,1122.0
justinparsons222,1,1069.0
redpanda2012,1,1528.0
Al80235149,1,1204.0
sachinjangir,1,1714.0
Bet-again,1,1722.0
SmilingMaster,1,1741.0
PeterK62,1,1757.0
whitewindmilll,1,1371.0
Lunchbox156,1,1139.0
VivaLaFrance23,1,1067.0
RBiscay,1,1081.0
Dostoievski34,1,1028.0
Ambios,1,1033.0
RDrnec,1,1119.0
pieroit,1,1100.0
EranNussi,1,1094.0
robmeier,1,1069.0
Karan_Kataria,1,913.0
RajaRockfort,1,1194.0
sala112,1,1195.0
jcorta,1,1164.0
surajanandsurf,1,1276.0
EASON1908,1,1111.0
LT_Xer,1,1148.0
sniper2323,1,1187.0
OliverClothesov,1,1177.0
xjoss,1,1162.0
vatsa,1,1783.0
blackzrx1100,1,1520.0
dgpgkis,1,1014.0
Stormfury56,1,1154.0
assa743,1,1026.0
aveps,1,1022.0
feridaze89,1,1074.0
Indemion,1,1115.0
Youx2000,1,1359.0
tulsamatharu,1,1316.0
Dogratts,1,1252.0
mobatv,1,1269.0
Lasha_Tepnadze,1,1204.0
saadgk,1,1102.0
HrGentofte2020,1,1227.0
GMandresZzz,1,1307.0
ive63,1,960.0
nemz44,1,1443.0
lechacalblanc,1,1172.0
thedarkknightmd,1,1081.0
MichaelGem1,1,1086.0
ashiqsoomro,1,1256.0
mozo788,1,1405.0
Kapitoshka777,1,1343.0
jafarias6445,1,1267.0
strumwell,1,1207.0
ifyprej,1,1014.0
TitoLibio1,1,1238.0
garibean,1,1111.0
Teelawy,1,1250.0
ahmedgali,1,963.0
pedroruiz04,1,1085.0
SoggyTortoise,1,953.0
Montecristo222,1,1014.0
faidelmehdi,1,1004.0
nutandevjoshi2192,1,978.0
NishanthAmuluru,1,991.0
totonissa,1,993.0
olsen9,1,1172.0
lorup,1,967.0
VanishingDrill,1,893.0
snjay,1,1002.0
chonchita,1,1071.0
pershinma48,1,1168.0
rohitshelke1122,1,939.0
SurjakumarSharma,1,1094.0
Namenotfound7,1,914.0
Atyak0202,1,943.0
franchute23,1,963.0
GrendeRus,1,938.0
vini27ap,1,940.0
avi3460,1,965.0
JS703,1,1148.0
charly179,1,1237.0
Haider1979,1,1378.0
peanut23,1,934.0
alantesla9,1,996.0
Brialey,1,973.0
petrito83,1,963.0
Nzzoo,1,1103.0
stianb81,1,1009.0
ali_81,1,905.0
hulkmatador,1,1043.0
DoctorTricT,1,957.0
dustfree1,1,1064.0
jeffirish,1,966.0
fadeking17,1,1088.0
MattiasBrusell,1,1052.0
Perry6491,1,897.0
Diarmayt,1,960.0
raghuprakash1103,1,1062.0
erel4,1,1111.0
lms401,1,962.0
S19190,1,991.0
otreblabruno1,1,944.0
PineHunter,1,997.0
Sanchico1,1,951.0
khaleesi66,1,924.0
Architecton,1,993.0
filibfahmy,1,932.0
KrisMir1971,1,1192.0
eirsan,1,1385.0
JRR5581,1,1055.0
MFCLAW,1,1153.0
dishant12,1,1358.0
LeMacaqueEstUnSinged,1,1468.0
Miguel22D,1,1086.0
bkaley817,1,1234.0
aleksey197822dec,1,1116.0
carlospsicologo2001,1,1467.0
MorphyQuote,1,1276.0
tyraelcho,1,1343.0
newQ1,1,1425.0
jdwoot0,1,1307.0
igtlkv,1,1196.0
Thalesmg,1,1112.0
EdrisHami,1,1117.0
Lasa75,1,843.0
1clipse,1,1019.0
bryanphilips9494,1,1554.0
tlctrxnswsrico,1,1583.0
jdunn66,1,1605.0
Dakota2014,1,1227.0
Chris_NS,1,1111.0
dojster27,1,1271.0
gsnaditya,1,1276.0
dkbaidya,1,1262.0
hugo53,1,1224.0
TRaulCaba,1,1253.0
Sujin1703,1,1263.0
opakhotov,1,1193.0
kindaokayatchess,1,959.0
akkirath,1,1181.0
-ArChY-,1,1134.0
hraklis7,1,993.0
tititiava,1,1132.0
PaleAbyss,1,1211.0
xxBalakexx,1,879.0
vijffggc,1,1029.0
armagedon_19,1,804.0
Tswid,1,697.0
harshal_shrimali,1,351.0
SharathShetty99,1,1050.0
sultanishanov,1,1211.0
valmand,1,1297.0
stown,1,2100.0
esvijus,1,1397.0
DanTheMan986,1,1148.0
DINujayaDINujaya2005,1,1224.0
northernElephant,1,1274.0
contim,1,1337.0
sisjs1,1,1329.0
TheContrexXT,1,1242.0
mkzaveri4,1,1351.0
saketkumar1,1,1218.0
Pashtette,1,1294.0
thiago_ufs,1,1324.0
e_lost_in_time,1,1174.0
guiller1,1,1254.0
FlamurSvirca,1,1293.0
emericbuttin,1,1281.0
wiladelphia,1,1196.0
sharp-gun,1,1301.0
GeorgesAbitboll,1,1301.0
nevsky4,1,1223.0
ilbaues,1,1280.0
rodrigorolim,1,1317.0
chasasava,1,2154.0
MeroveusMB,1,2032.0
ReiChessItabuna,1,1596.0
eirlouk,1,2102.0
abs0lutezer01,1,1234.0
paramiracles,1,2158.0
KanalSzachowy,1,2288.0
kotpro,1,2124.0
mehdizeyghami,1,2281.0
IEdrocha,1,2189.0
Blackbearcsw,1,2150.0
bossy,1,2137.0
TuronProfe,1,2201.0
exponentialgiraffe,1,2067.0
henry871,1,1175.0
biengs1,1,2081.0
joepek,1,2073.0
TatiankaChess,1,2298.0
Rakabuntung,1,1231.0
takbuhinmgapinoy,1,2133.0
Sergei19870514,1,2284.0
kondrat31,1,2064.0
Chess_Caio2007,1,2210.0
HdzSanLuis,1,1199.0
MayonPlayer,1,2079.0
Enimol,1,2161.0
BuitresGoHome,1,1931.0
arivedal,1,2082.0
em0577,1,1984.0
Talex20,1,2079.0
matiazf87,1,2078.0
RomeoFedosov,1,2084.0
cristovamvl,1,2022.0
ygemara,1,2017.0
mounchess,1,1943.0
konyinyilwin1965,1,2085.0
magnocapablanca,1,2065.0
GMkippas,1,1226.0
Chrisfloyd,1,1226.0
haiyun11,1,1250.0
deechu123,1,2106.0
chessmaster5000t,1,2092.0
clori578,1,1184.0
nh6plusplus,1,2180.0
dobur,1,2197.0
Flying_Pizza,1,2100.0
LuckyLaomedeia,1,2195.0
mbentancor,1,1237.0
xakome,1,1203.0
DonBlashilezo,1,1073.0
SirMrGiraffe,1,1052.0
enrookme,1,1183.0
mdamasceno72,1,1288.0
ramial-aseer,1,1181.0
Bekantanjawa,1,1234.0
mandailingboy293,1,1325.0
ckinikola,1,1265.0
DHansB,1,1172.0
dhavalshah24,1,1317.0
TheKurosawa,1,1143.0
SairyoHiko,1,1063.0
Pedrinho03,1,1326.0
Merlinatjan,1,1164.0
younes005,1,1128.0
fexx6,1,1338.0
Prashanthkommula,1,1187.0
Gavryuska,1,1265.0
lokieep,1,1156.0
sethbaba,1,1326.0
patelchinmay93,1,1212.0
HaroldII,1,1138.0
The_King00,1,1019.0
GanisID,1,1240.0
Johannes111111,1,1005.0
richardboeser,1,1223.0
luispe67,1,1202.0
AxelNiklas,1,1319.0
rioahmad,1,1342.0
reehdusg,1,1390.0
teostojko,1,1342.0
blunderking8,1,1389.0
jayant202026,1,1350.0
defrey77,1,981.0
Akxels,1,956.0
hai1000win,1,1161.0
Alba9211,1,506.0
semintec,1,1231.0
ActualGoalie,1,1174.0
vldnsc,1,1146.0
tenalbotamtenmeh,1,1117.0
Lisinge245,1,1055.0
stinkygorilla,1,1175.0
Chessnek93,1,1225.0
Raphau,1,1239.0
Gigi-zelfa,1,1284.0
Epick_de_mais,1,1181.0
ardenthawk,1,1208.0
TheWillToLife,1,1230.0
YoMama3030,1,1072.0
Turan2727,1,1171.0
Konstantin2281488,1,1213.0
sunstriker11,1,1025.0
aayushc,1,1105.0
Soori111,1,1080.0
Blue_Voltage,1,1177.0
MohamedEtuomi,1,1149.0
KimiMR,1,1138.0
SalladAss420,1,970.0
Ryancarson7676,1,961.0
Slemani2020,1,1003.0
nishantchess16,1,1149.0
Sanketd94,1,1074.0
indian_grandmaster_mum_aj,1,1154.0
dharmvi,1,1104.0
LegenDavid007,1,984.0
sandinantama,1,1101.0
Ketrab_27,1,1018.0
Ueckster,1,1093.0
abdullah294,1,1268.0
Ravi7701,1,1257.0
MamaLover2010,1,1068.0
francqmwn,1,1140.0
Uzielali,1,1247.0
thelegendofkoc,1,1224.0
rafalin45,1,1119.0
ajayayayachess,1,1110.0
dolipore,1,1124.0
cheesey_cookie,1,1231.0
jack1299,1,1144.0
Alexsimiliare,1,1099.0
SekiMitesh,1,1272.0
DarkRodriix,1,1031.0
nisst11,1,940.0
Polzek,1,1029.0
jaidinon91,1,1099.0
mdukalyan,1,1103.0
YOUSIF_MOHAMMAD,1,1110.0
Rabarbrapai,1,1192.0
fantasyprince6,1,1071.0
DennielNyll,1,1141.0
MrArin,1,1082.0
Cavioletta,1,1169.0
danielduke,1,1196.0
hatturogfattur,1,2279.0
fighterphyo,1,2169.0
popescu_daniel,1,2196.0
opaadi,1,860.0
bigd8989,1,1633.0
kouki64,1,1565.0
osana79,1,1771.0
jules957,1,1658.0
AldoBishopDarknight,1,1537.0
rusrobreg3,1,1204.0
Pablomarox,1,1615.0
JxCanhear,1,1468.0
albeco2003,1,1592.0
maijpukite,1,930.0
143517,1,1619.0
vashu2323,1,1025.0
NACHOGALIANO,1,872.0
MinguadoxD,1,960.0
avocado789,1,1078.0
lucasssbotelho28,1,834.0
hidexii,1,911.0
killshadow2,1,1116.0
MAGAKNIGHT,1,1095.0
veeru72,1,1074.0
muchilangachang,1,1473.0
fabito80,1,1437.0
maryus_b,1,1382.0
Zen_ModeX,1,1387.0
dinzman,1,1185.0
Kungsom,1,1744.0
Chesterking027,1,779.0
FEVOLA,1,955.0
HossamMhussien,1,1757.0
jhnkkr,1,1449.0
e53dward,1,1519.0
som13,1,1221.0
stas-smirnovskiy,1,1190.0
jprichard21,1,1110.0
Donzil,1,1591.0
Martinjuan,1,1221.0
rianprba,1,1217.0
dasyakky,1,1267.0
hemant31121993,1,1282.0
chitminmaung,1,1613.0
BaduaR,1,1621.0
1Doctor,1,1603.0
Williamoz,1,1752.0
mohammadi65,1,1403.0
endrayes,1,1064.0
AndreaSperelli11,1,1037.0
borealh,1,1260.0
martin0494,1,1630.0
KAN1955,1,1147.0
fahmyvic,1,722.0
TKB418,1,881.0
FrancoMdz,1,1192.0
havspojke,1,989.0
ashaffir,1,1191.0
NDUIBOME-NKYELE,1,811.0
captnfuzzy,1,834.0
THarris88,1,855.0
noelcitrayudha,1,1587.0
o1dman,1,1029.0
josemarcano,1,1181.0
jindos,1,1653.0
Chasechaser,1,1143.0
Normie1155,1,1192.0
pinglot18,1,1636.0
ociochess,1,1650.0
ServiceDogTrainer,1,1126.0
mkihde,1,1124.0
vroox,1,1634.0
1973553,1,341.0
zemdent,1,1131.0
the_arman,1,1107.0
simoncraig,1,1044.0
mssumith,1,1081.0
Ananddeepala8627,1,1202.0
yagnikbanerjee,1,1080.0
remi2000399,1,1210.0
suryapandrangi,1,1056.0
mattorino,1,1105.0
gig55,1,1064.0
eltioerick,1,1109.0
NoForgiveness,1,1086.0
marijanka,1,1172.0
whamilton02,1,1097.0
Jvdattani,1,1131.0
Fahim805,1,1121.0
alekseyradchenko,1,1163.0
GM_Moses,1,1105.0
manuy7,1,1144.0
Kp6399,1,1135.0
DeanJesse,1,1108.0
adamant8,1,1061.0
reza_sn,1,1461.0
mauriciodiazb,1,1273.0
manao01,1,2057.0
fedoremm,1,1711.0
swift11,1,1271.0
Original3030,1,1705.0
persiann55,1,1667.0
guntercalle,1,1856.0
btsw,1,1719.0
achillesguilardi,1,1199.0
tipitaka,1,1717.0
toolie,1,1656.0
richielol,1,1745.0
jesse8824,1,1701.0
weelz7,1,992.0
danchami,1,1682.0
Nebojsalazarevic,1,1743.0
runstarrun,1,1746.0
ppzhao,1,1689.0
ntxovthoj,1,1637.0
solidglue,1,1503.0
stepow1,1,1457.0
V1egas,1,1446.0
Pirmas,1,1478.0
Adammurphy241,1,1101.0
Aries357,1,1137.0
Zagreb20202,1,1060.0
ejqlin,1,2153.0
The_Nimzo-Larsener,1,2149.0
asmp,1,2180.0
B-Crawford,1,2011.0
torinl,1,2161.0
Santijulio,1,1246.0
MarcAlmond,1,2162.0
Meftovski,1,2278.0
flavioparenti,1,2188.0
jzeequeen,1,1275.0
peponete,1,2188.0
amerikatop,1,1179.0
gerardortiz26,1,2127.0
SkippyKangaroo,1,2202.0
TheSunnysideBull,1,2234.0
FideArenaGM,1,2076.0
shaheus,1,2225.0
mk_shadowcatcher,1,868.0
Sardundgod,1,803.0
Victorek14,1,502.0
Pipenine,1,643.0
Lofobic,1,1570.0
mariothuyavan,1,1186.0
Poutrel,1,1447.0
ASanndr,1,1810.0
lolanga,1,1600.0
mattneto,1,1512.0
Boemmelsen,1,1616.0
ElangSegara,1,1570.0
aussiedon8,1,1548.0
bharath2002,1,1217.0
ishu1704,1,1564.0
losername12,1,1781.0
fredtoci,1,1894.0
masterlovan,1,1792.0
SuperWilliW,1,1204.0
Botyo1,1,1762.0
relopezbriega,1,1599.0
TorrefuerteJ,1,1562.0
Wh84,1,1522.0
y0shiboi,1,1282.0
jassemmanuele,1,1712.0
salviati,1,1607.0
val9904,1,1708.0
gungus,1,1573.0
gonchik_9,1,1525.0
alexum11,1,1593.0
jjam9,1,1592.0
jonnathankirk,1,1805.0
cavebar,1,1245.0
tgack,1,1637.0
AbeToru,1,1666.0
bharadwajj1729_v3,1,1646.0
Chesspower2020,1,1686.0
luiii85,1,1189.0
Abdult,1,1213.0
DarthRembrandt,1,1713.0
pastuguipastaga,1,1698.0
Alibasyouni,1,1706.0
washingtonwizard,1,1809.0
FEHRNANDEZ,1,1740.0
matrix22,1,1804.0
WilliamBRASIL2015,1,1799.0
churro90,1,1764.0
Josephp55,1,1248.0
lipton131313,1,1754.0
bcarp942,1,1813.0
STEVE865,1,1895.0
noeblassel,1,1850.0
